longitude,latitude,addr:housenumber,addr:street,addr:county,addr:postcode,addr:city,addr:state
8429.9517,231227.6383,311,Stuples Hollow Road,Augusta,24430,Craigsville,VA
8383.7888,231217.7925,361,Stuples Hollow Road,Augusta,24430,Craigsville,VA
8494.6506,231136.2761,330,Stuples Hollow Road,Augusta,24430,Craigsville,VA
8460.8714,231128.5046,332,Stuples Hollow Road,Augusta,24430,Craigsville,VA
8611.1174,231104.5741,309,Stuples Hollow Road,Augusta,24430,Craigsville,VA
16710.1122,232504.4248,101,Pond Gap Lane,Augusta,24430,Craigsville,VA
14688.3863,232466.9571,459,Augusta Springs Road,Augusta,24430,Craigsville,VA
14595.6413,232452.7365,487,Augusta Springs Road,Augusta,24430,Craigsville,VA
17134.2778,232474.383,222,Pond Gap Lane,Augusta,24430,Craigsville,VA
17005.2113,232457.3867,21,Hootin Holler Lane,Augusta,24430,Craigsville,VA
16863.6222,232458.2597,30,Fridley Kent Lane,Augusta,24430,Craigsville,VA
14518.5929,232398.5995,511,Augusta Springs Road,Augusta,24430,Craigsville,VA
14708.4763,232397.3202,468,Augusta Springs Road,Augusta,24430,Craigsville,VA
14483.1504,232381.8084,513,Augusta Springs Road,Augusta,24430,Craigsville,VA
16850.7767,232393.9145,50,Fridley Kent Lane,Augusta,24430,Craigsville,VA
14434.7055,232352.4836,527,Augusta Springs Road,Augusta,24430,Craigsville,VA
16870.2732,232288.4718,85,Hootin Holler Lane,Augusta,24430,Craigsville,VA
15657.9717,232273.7717,397,Estaline Valley Road,Augusta,24430,Craigsville,VA
14302.3308,232248.3707,568,Augusta Springs Road,Augusta,24430,Craigsville,VA
17020.9742,232272.9548,64,Hootin Holler Lane,Augusta,24430,Craigsville,VA
14397.7562,232235.0361,548,Augusta Springs Road,Augusta,24430,Craigsville,VA
15623.9049,232238.4083,413,Estaline Valley Road,Augusta,24430,Craigsville,VA
13864.6204,232084.1464,694,Augusta Springs Road,Augusta,24430,Craigsville,VA
13597.0747,232041.9907,3678,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
13463.5826,232040.8765,3681,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
13608.5643,232002.5934,3680,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
12789.2765,231986.4716,3869,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
15633.5372,231978.1072,516,Estaline Valley Road,Augusta,24430,Craigsville,VA
14124.7132,231937.2954,70,Pothole Drive,Augusta,24430,Craigsville,VA
14069.4262,231878.9284,72,Pothole Drive,Augusta,24430,Craigsville,VA
14011.6749,231820.5275,74,Pothole Drive,Augusta,24430,Craigsville,VA
11692.6798,231781.5436,128,Sweet Spring Lane,Augusta,24430,Craigsville,VA
11579.7012,231749.5967,158,Sweet Spring Lane,Augusta,24430,Craigsville,VA
16070.0924,231796.6695,518,Estaline Valley Road,Augusta,24430,Craigsville,VA
14098.8464,231751.2452,111,Pothole Drive,Augusta,24430,Craigsville,VA
13048.9531,231731.7066,3827,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
13109.4442,231708.1424,3815,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
13079.2271,231694.2098,3829,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
13042.345,231674.5825,3835,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
10621.9343,231644.8361,129,Brookhollow Road,Augusta,24430,Craigsville,VA
12946.5019,231664.0369,3863,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
15173.0378,231686.6143,605,Estaline Valley Road,Augusta,24430,Craigsville,VA
13196.3644,231641.3089,913,Augusta Springs Road,Augusta,24430,Craigsville,VA
9081.909,231598.2695,650,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10550.9001,231600.2551,142,Mill Creek Court,Augusta,24430,Craigsville,VA
11373.5775,231610.8157,20,Forest Trap Drive,Augusta,24430,Craigsville,VA
10585.1417,231598.4847,140,Mill Creek Court,Augusta,24430,Craigsville,VA
13373.9948,231625.8981,883,Augusta Springs Road,Augusta,24430,Craigsville,VA
10540.5475,231582.7747,144,Mill Creek Court,Augusta,24430,Craigsville,VA
13069.9347,231602.2869,963,Augusta Springs Road,Augusta,24430,Craigsville,VA
13426.103,231601.4175,872,Augusta Springs Road,Augusta,24430,Craigsville,VA
10612.3382,231558.6137,122,Brookhollow Road,Augusta,24430,Craigsville,VA
10055.4683,231550.671,463,North Hancock Street,Augusta,24430,Craigsville,VA
13397.955,231584.2301,890,Augusta Springs Road,Augusta,24430,Craigsville,VA
10670.1392,231552.5759,119,Brookhollow Road,Augusta,24430,Craigsville,VA
13662.3946,231584.0666,856,Augusta Springs Road,Augusta,24430,Craigsville,VA
13340.6981,231574.5197,902,Augusta Springs Road,Augusta,24430,Craigsville,VA
10594.7546,231541.3678,150,Mill Creek Court,Augusta,24430,Craigsville,VA
10625.9629,231531.9111,120,Brookhollow Road,Augusta,24430,Craigsville,VA
13294.4302,231561.1654,904,Augusta Springs Road,Augusta,24430,Craigsville,VA
13163.9433,231555.844,927,Augusta Springs Road,Augusta,24430,Craigsville,VA
12364.9172,231540.7849,4003,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
10687.1174,231513.1447,115,Brookhollow Road,Augusta,24430,Craigsville,VA
11411.8579,231523.399,10,Forest Trap Drive,Augusta,24430,Craigsville,VA
10599.9477,231506.4713,138,Swift Run Place,Augusta,24430,Craigsville,VA
12520.776,231515.9762,3971,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
15342.5726,231542.9285,600,Estaline Valley Road,Augusta,24430,Craigsville,VA
9419.742,231480.5447,510,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10699.2379,231492.4279,113,Brookhollow Road,Augusta,24430,Craigsville,VA
10039.3326,231470.9016,400,North Hancock Street,Augusta,24430,Craigsville,VA
10707.5369,231472.3041,111,Brookhollow Road,Augusta,24430,Craigsville,VA
10652.6466,231471.3226,114,Brookhollow Road,Augusta,24430,Craigsville,VA
10493.417,231456.4906,155,North Central Avenue,Augusta,24430,Craigsville,VA
10716.9499,231454.288,109,Brookhollow Road,Augusta,24430,Craigsville,VA
11779.7642,231463.6908,22,Sweet Spring Lane,Augusta,24430,Craigsville,VA
11818.9801,231458.778,19,Sweet Spring Lane,Augusta,24430,Craigsville,VA
11752.8968,231434.795,560,East Craig Street,Augusta,24430,Craigsville,VA
10615.1357,231441.2172,134,Swift Run Place,Augusta,24430,Craigsville,VA
11712.4568,231450.347,540,East Craig Street,Augusta,24430,Craigsville,VA
10509.5571,231429.4447,145,North Central Avenue,Augusta,24430,Craigsville,VA
10724.7232,231433.4342,107,Brookhollow Road,Augusta,24430,Craigsville,VA
12275.1173,231451.2457,4043,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
10670.3147,231429.6159,110,Brookhollow Road,Augusta,24430,Craigsville,VA
11637.8549,231442.2905,490,East Craig Street,Augusta,24430,Craigsville,VA
13316.2347,231451.2567,892,Augusta Springs Road,Augusta,24430,Craigsville,VA
10457.5389,231416.4563,152,North Central Avenue,Augusta,24430,Craigsville,VA
10731.6642,231414.4451,105,Brookhollow Road,Augusta,24430,Craigsville,VA
12077.8338,231420.694,4077,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
12204.5824,231431.0767,4053,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
10095.5073,231405.0253,228,North Hancock Street,Augusta,24430,Craigsville,VA
11588.0678,231421.0581,492,East Craig Street,Augusta,24430,Craigsville,VA
10524.4563,231406.4527,135,North Central Avenue,Augusta,24430,Craigsville,VA
15440.2442,231454.3428,616,Estaline Valley Road,Augusta,24430,Craigsville,VA
11661.135,231411.8915,488,East Craig Street,Augusta,24430,Craigsville,VA
13278.4027,231428.1483,932,Augusta Springs Road,Augusta,24430,Craigsville,VA
9769.3186,231379.9445,223,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10335.9103,231386.7968,110,Fourth Street,Augusta,24430,Craigsville,VA
11340.7714,231389.9518,368,East Craig Street,Augusta,24430,Craigsville,VA
10540.0309,231378.4117,125,North Central Avenue,Augusta,24430,Craigsville,VA
10059.3974,231370.237,10,Scoonover Road,Augusta,24430,Craigsville,VA
11687.6022,231385.0903,486,East Craig Street,Augusta,24430,Craigsville,VA
10283.996,231369.037,98,Fourth Street,Augusta,24430,Craigsville,VA
9608.9543,231355.7696,337,Sulpher Springs Road,Augusta,24430,Craigsville,VA
11731.7025,231387.1927,500,East Craig Street,Augusta,24430,Craigsville,VA
11270.8954,231373.561,364,East Craig Street,Augusta,24430,Craigsville,VA
11853.3652,231379.376,13,Sweet Spring Lane,Augusta,24430,Craigsville,VA
10692.6052,231364.3219,89,North Jackson Street,Augusta,24430,Craigsville,VA
10554.7008,231355.7407,115,North Central Avenue,Augusta,24430,Craigsville,VA
10637.596,231353.8307,95,North Jackson Street,Augusta,24430,Craigsville,VA
10497.0626,231349.3605,126,North Central Avenue,Augusta,24430,Craigsville,VA
11675.4013,231359.1409,484,East Craig Street,Augusta,24430,Craigsville,VA
11618.0414,231346.3249,472,East Craig Street,Augusta,24430,Craigsville,VA
10233.4235,231328.8997,70,Fourth Street,Augusta,24430,Craigsville,VA
10567.8912,231324.073,105,North Central Avenue,Augusta,24430,Craigsville,VA
10624.988,231318.0133,88,Jackson Street,Augusta,24430,Craigsville,VA
11510.0418,231322.7876,434,East Craig Street,Augusta,24430,Craigsville,VA
11127.4684,231308.5852,358,East Craig Street,Augusta,24430,Craigsville,VA
10125.6004,231299.296,176,North Hancock Street,Augusta,24430,Craigsville,VA
10182.2205,231297.3029,50,Fourth Street,Augusta,24430,Craigsville,VA
10595.2032,231302.1658,101,Central Avenue,Augusta,24430,Craigsville,VA
12651.2936,231321.9294,4002,Little Calf Pasture Highway,Augusta,24430,Craigsville,VA
11476.3363,231309.5604,430,East Craig Street,Augusta,24430,Craigsville,VA
10522.7138,231293.9405,106,North Central Avenue,Augusta,24430,Craigsville,VA
10638.8849,231292.2923,82,Jackson Street,Augusta,24430,Craigsville,VA
10353.0332,231277.1527,159,Fourth Street,Augusta,24430,Craigsville,VA
10242.5762,231279.8636,95,Fourth Street,Augusta,24430,Craigsville,VA
11427.0528,231288.2983,426,East Craig Street,Augusta,24430,Craigsville,VA
9646.1409,231263.5467,222,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10605.5808,231274.5001,81,Central Avenue,Augusta,24430,Craigsville,VA
10536.8106,231270.7335,96,North Central Avenue,Augusta,24430,Craigsville,VA
10194.219,231265.2618,159,North Hancock Street,Augusta,24430,Craigsville,VA
10520.1715,231267.8599,98,North Central Avenue,Augusta,24430,Craigsville,VA
10764.0267,231263.5655,53,North Jackson Street,Augusta,24430,Craigsville,VA
10556.2946,231255.5825,86,North Central Avenue,Augusta,24430,Craigsville,VA
9809.8167,231246.4638,219,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10716.4158,231256.0081,59,North Jackson Street,Augusta,24430,Craigsville,VA
10161.0722,231245.4956,162,North Hancock Street,Augusta,24430,Craigsville,VA
11283.5708,231253.4076,354,East Craig Street,Augusta,24430,Craigsville,VA
10769.4758,231246.5071,49,North Jackson Street,Augusta,24430,Craigsville,VA
10672.7349,231238.5621,66,North Jackson Street,Augusta,24430,Craigsville,VA
10223.6546,231229.6345,147,North Hancock Street,Augusta,24430,Craigsville,VA
10161.4698,231223.3728,156,North Hancock Street,Augusta,24430,Craigsville,VA
11388.6821,231235.6836,383,East Craig Street,Augusta,24430,Craigsville,VA
10781.2689,231226.1936,45,North Jackson Street,Augusta,24430,Craigsville,VA
11411.5675,231231.8235,389,East Craig Street,Augusta,24430,Craigsville,VA
10690.2923,231223.7688,58,North Jackson Street,Augusta,24430,Craigsville,VA
9861.0202,231214.1569,199,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10631.7734,231220.0449,59,Central Avenue,Augusta,24430,Craigsville,VA
9920.3207,231211.4703,187,North Church Street,Augusta,24430,Craigsville,VA
10579.8241,231217.3902,76,North Central Avenue,Augusta,24430,Craigsville,VA
11347.704,231223.6942,375,East Craig Street,Augusta,24430,Craigsville,VA
10818.4659,231214.5818,32,North Jackson Street,Augusta,24430,Craigsville,VA
15132.7857,231259.0068,704,Estaline Valley Road,Augusta,24430,Craigsville,VA
10696.7335,231205.4094,178,East First Street,Augusta,24430,Craigsville,VA
10188.3656,231203.0526,146,North Hancock Street,Augusta,24430,Craigsville,VA
10598.0051,231205.1404,66,North Central Avenue,Augusta,24430,Craigsville,VA
10643.5431,231199.9773,47,North Central Avenue,Augusta,24430,Craigsville,VA
9811.0943,231187.0466,202,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10682.2983,231194.2677,172,East First Street,Augusta,24430,Craigsville,VA
9970.6167,231184.0666,175,North Church Street,Augusta,24430,Craigsville,VA
10011.0378,231174.9408,165,North Church Street,Augusta,24430,Craigsville,VA
10617.24,231178.4791,54,North Central Avenue,Augusta,24430,Craigsville,VA
11412.5926,231165.6029,385,East Craig Street,Augusta,24430,Craigsville,VA
11233.7945,231187.6613,319,East Craig Street,Augusta,24430,Craigsville,VA
14417.6314,231219.3063,93,Poplar Ridge Lane,Augusta,24430,Craigsville,VA
10551.7367,231171.4583,70,North Central Avenue,Augusta,24430,Craigsville,VA
9871.9162,231163.1605,188,Sulpher Springs Road,Augusta,24430,Craigsville,VA
10767.6634,231167.7676,30,North Jackson Street,Augusta,24430,Craigsville,VA
10659.9306,231170.4965,166,East First Street,Augusta,24430,Craigsville,VA
10590.2199,231163.2127,146,East First Street,Augusta,24430,Craigsville,VA
11446.49,231170.9819,395,East Craig Street,Augusta,24430,Craigsville,VA
11175.4584,231165.0038,309,East Craig Street,Augusta,24430,Craigsville,VA
10930.4307,231160.8487,232,East Craig Street,Augusta,24430,Craigsville,VA
9938.7771,231145.9393,179,Howard Street,Augusta,24430,Craigsville,VA
10633.148,231146.6422,44,North Central Avenue,Augusta,24430,Craigsville,VA
11140.332,231153.5811,299,East Craig Street,Augusta,24430,Craigsville,VA
10233.7081,231142.5366,38,Third Avenue,Augusta,24430,Craigsville,VA
10218.907,231134.9659,32,Third Avenue,Augusta,24430,Craigsville,VA
10906.6061,231146.372,230,East Craig Street,Augusta,24430,Craigsville,VA
11162.2483,231147.4226,307,East Craig Street,Augusta,24430,Craigsville,VA
11119.5531,231142.1764,289,East Craig Street,Augusta,24430,Craigsville,VA
10278.8292,231129.079,103,North Hancock Street,Augusta,24430,Craigsville,VA
10830.0079,231140.2543,210,East Craig Street,Augusta,24430,Craigsville,VA
9717.5953,231112.4209,110,Oak Street,Augusta,24430,Craigsville,VA
10832.0475,231121.7785,208,East Craig Street,Augusta,24430,Craigsville,VA
9764.8381,231108.4802,98,Oak Street,Augusta,24430,Craigsville,VA
10182.837,231114.6323,18,Third Avenue,Augusta,24430,Craigsville,VA
9821.7267,231110.0792,80,Oak Street,Augusta,24430,Craigsville,VA
11073.1229,231112.2162,262,East Craig Street,Augusta,24430,Craigsville,VA
10704.9293,231117.9074,25,North Central Avenue,Augusta,24430,Craigsville,VA
10656.4443,231118.4693,34,North Central Avenue,Augusta,24430,Craigsville,VA
10247.1859,231109.1492,110,North Hancock Street,Augusta,24430,Craigsville,VA
10789.4978,231111.1407,194,East Craig Street,Augusta,24430,Craigsville,VA
10535.5881,231105.9582,122,East First Street,Augusta,24430,Craigsville,VA
10055.6577,231100.5846,142,North Church Street,Augusta,24430,Craigsville,VA
10373.3639,231104.8478,84,Second Street,Augusta,24430,Craigsville,VA
14947.422,231153.4049,748,Estaline Valley Road,Augusta,24430,Craigsville,VA
10512.4982,231096.0314,120,East First Street,Augusta,24430,Craigsville,VA
10160.385,231097.9256,10,Third Avenue,Augusta,24430,Craigsville,VA
10467.7042,231078.7762,100,East First Street,Augusta,24430,Craigsville,VA
10297.3499,231097.9193,97,North Hancock Street,Augusta,24430,Craigsville,VA
10253.8589,231091.7867,100,North Hancock Street,Augusta,24430,Craigsville,VA
11483.3619,231103.8754,399,East Craig Street,Augusta,24430,Craigsville,VA
10071.3307,231090.2092,134,North Church Street,Augusta,24430,Craigsville,VA
10631.2429,231097.505,145,East First Street,Augusta,24430,Craigsville,VA
10708.3186,231094.6399,17,North Central Avenue,Augusta,24430,Craigsville,VA
8726.6331,231073.7166,299,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10670.1051,231092.918,24,North Central Avenue,Augusta,24430,Craigsville,VA
10756.6246,231091.9284,180,East Craig Street,Augusta,24430,Craigsville,VA
10396.8227,231078.126,69,Johnson Street,Augusta,24430,Craigsville,VA
10615.9686,231085.2608,139,East First Avenue,Augusta,24430,Craigsville,VA
10862.4286,231076.3375,210,East Railroad Avenue,Augusta,24430,Craigsville,VA
8680.7296,231053.3358,300,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10115.8885,231067.3328,126,North Church Street,Augusta,24430,Craigsville,VA
10173.0097,231069.1342,109,North Church Street,Augusta,24430,Craigsville,VA
10820.5119,231069.6626,199,East Craig Street,Augusta,24430,Craigsville,VA
9152.5718,231054.5098,24,Weaver Hill Lane,Augusta,24430,Craigsville,VA
10833.8904,231069.2023,201,East Craig Street,Augusta,24430,Craigsville,VA
10788.8094,231064.3675,183,East Craig Street,Augusta,24430,Craigsville,VA
9204.1809,231043.6746,28,Weaver Hill Lane,Augusta,24430,Craigsville,VA
10278.0574,231054.8274,88,North Hancock Street,Augusta,24430,Craigsville,VA
10181.4592,231056.4815,105,North Church Street,Augusta,24430,Craigsville,VA
10724.3293,231061.8659,168,West Craig Street,Augusta,24430,Craigsville,VA
10913.2723,231077.9015,205,East Railroad Avenue,Augusta,24430,Craigsville,VA
10411.8389,231053.9898,64,Johnson Street,Augusta,24430,Craigsville,VA
14804.7464,231100.9362,787,Estaline Valley Road,Augusta,24430,Craigsville,VA
10874.9987,231040.4062,200,East Railroad Avenue,Augusta,24430,Craigsville,VA
8805.9463,231030.7254,291,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10691.1253,231052.5091,16,North Central Avenue,Augusta,24430,Craigsville,VA
10774.8948,231054.0079,177,East Craig Street,Augusta,24430,Craigsville,VA
10048.9746,231042.3532,125,Howard Street,Augusta,24430,Craigsville,VA
9993.715,231041.9248,138,Howard Street,Augusta,24430,Craigsville,VA
10188.3938,231042.621,99,North Church Street,Augusta,24430,Craigsville,VA
10340.2246,231040.7247,75,North Hancock Street,Augusta,24430,Craigsville,VA
8725.9856,231020.5362,298,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10150.5546,231038.0203,110,North Church Street,Augusta,24430,Craigsville,VA
10760.9935,231040.6577,173,East Craig Street,Augusta,24430,Craigsville,VA
10702.2481,231040.9115,156,East Craig Street,Augusta,24430,Craigsville,VA
9148.9559,231017.3651,17,Weaver Hill Lane,Augusta,24430,Craigsville,VA
10205.002,231030.4918,95,North Church Street,Augusta,24430,Craigsville,VA
10744.4094,231033.5122,165,East Craig Street,Augusta,24430,Craigsville,VA
9963.4547,231021.5191,60,Oak Street,Augusta,24430,Craigsville,VA
10428.3493,231027.6355,54,Johnson Street,Augusta,24430,Craigsville,VA
9559.3335,231019.1286,164,Oak Street,Augusta,24430,Craigsville,VA
10687.9132,231030.6614,150,East Craig Street,Augusta,24430,Craigsville,VA
8896.4066,231012.0507,283,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10208.6479,231018.6121,89,North Church Street,Augusta,24430,Craigsville,VA
10856.3596,231023.4811,196,East Railroad Avenue,Augusta,24430,Craigsville,VA
14163.9901,231064.9497,126,Poplar Ridge Lane,Augusta,24430,Craigsville,VA
10015.5769,231012.4941,124,Howard Street,Augusta,24430,Craigsville,VA
9498.7346,231008.5889,196,Oak Street,Augusta,24430,Craigsville,VA
10673.2113,231019.6993,146,East Craig Street,Augusta,24430,Craigsville,VA
10165.3394,231009.8507,92,North Church Street,Augusta,24430,Craigsville,VA
10811.1664,231014.6325,30,South Jackson Street,Augusta,24430,Craigsville,VA
9031.6499,230990.5031,271,Stuples Hollow Road,Augusta,24430,Craigsville,VA
9924.4835,231001.2753,72,Oak Street,Augusta,24430,Craigsville,VA
10722.0814,231011.4222,157,East Craig Street,Augusta,24430,Craigsville,VA
8793.2403,230981.7623,290,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10707.8416,231002.1725,151,East Craig Street,Augusta,24430,Craigsville,VA
10313.1709,230995.7498,62,North Hancock Street,Augusta,24430,Craigsville,VA
10171.5382,230993.6158,88,North Church Street,Augusta,24430,Craigsville,VA
10376.6817,230985.3066,55,North Hancock Street,Augusta,24430,Craigsville,VA
10696.313,230990.6398,145,East Craig Street,Augusta,24430,Craigsville,VA
9825.2524,230978.0114,109,Oak Street,Augusta,24430,Craigsville,VA
10238.002,230981.8996,75,North Church Street,Augusta,24430,Craigsville,VA
9973.7056,230975.7963,126,Oak Street,Augusta,24430,Craigsville,VA
9297.003,230965.9085,231,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10721.9523,230974.7868,20,South Central Avenue,Augusta,24430,Craigsville,VA
10869.0503,230977.2987,189,East Railroad Avenue,Augusta,24430,Craigsville,VA
10024.0568,230962.4963,110,Howard Street,Augusta,24430,Craigsville,VA
10251.2337,230959.2313,69,North Church Street,Augusta,24430,Craigsville,VA
9601.0295,230955.7838,168,Oak Street,Augusta,24430,Craigsville,VA
10801.083,230967.4241,168,East Railroad Avenue,Augusta,24430,Craigsville,VA
9302.8502,230948.0321,233,Stuples Hollow Road,Augusta,24430,Craigsville,VA
9581.0693,230946.5393,178,Oak Street,Augusta,24430,Craigsville,VA
9114.6307,230936.2205,261,Stuples Hollow Road,Augusta,24430,Craigsville,VA
10551.0905,230951.2262,98,East Craig Street,Augusta,24430,Craigsville,VA
10109.4712,230943.1377,77,Howard Street,Augusta,24430,Craigsville,VA
10309.9243,230946.803,24,East First Street,Augusta,24430,Craigsville,VA
10396.286,230942.7407,39,North Hancock Street,Augusta,24430,Craigsville,VA
9266.3625,230933.2174,235,Stuples Hollow Road,Augusta,24430,Craigsville,VA
